"No","Kode Saham","Nama Perusahaan","Remarks","Sebelumnya","Open Price","Tanggal Perdagangan Terakhir","First Trade","Tertinggi","Terendah","Penutupan","Selisih","Volume","Nilai","Frekuensi","Index Individual","Offer","Offer Volume","Bid","Bid Volume","Listed Shares","Tradeble Shares","Weight For Index","Foreign Sell","Foreign Buy","Non Regular Volume","Non Regular Value","Non Regular Frequency"
"122","BHIT","MNC Asia Holding Tbk.","--U-1105000000C311------------","50","0","26 Apr 2024","0","50","50","50","0","114800","5740000","14","146.2","50","110447200","0","0","86068156705","86068156705","57020153817","106700","0","0","0","0"
"123","BIKA","Binakarya Jaya Abadi Tbk.","--U-4130000000H111-E-L-------X","54","0","26 Apr 2024","0","54","54","54","0","152200","8218800","9","5.4","0","0","54","75300","592280000","592280000","136520540","0","0","0","0","0"
"124","BIKE","Sepeda Bersama Indonesia Tbk.","--S-2130000000E321------------","570","0","26 Apr 2024","0","590","565","575","5","6421000","3712335500","1156","338.2","580","155300","575","23100","1293916404","1293916404","323501838","179700","264000","0","0","0"
"125","BIMA","Primarindo Asia Infrastructure Tbk.","--U-2100000000E412------------","83","0","26 Apr 2024","0","86","83","83","0","475500","40450200","231","20.4","84","207900","83","19100","608175716","608175716","86482587","0","0","0","0","0"
"126","BINA","Bank Ina Perdana Tbk.","--U-1105000000G111------------","4250","0","26 Apr 2024","0","4280","4230","4250","0","52500","223175000","6","2401.2","4250","50100","4230","500","6073369498","6073369498","793789393","0","0","0","0","0"
"127","BINO","Perma Plasindo Tbk.","--U-2130000000C223------------","129","0","26 Apr 2024","0","129","128","128","-1","392500","50375700","66","92.8","129","126600","128","49500","2175020014","2175020014","302980267","0","0","0","0","0"
"128","BIPI","Astrindo Nusantara Infrastruktur Tbk.","--U-2105000000A122---L--------","80","0","26 Apr 2024","0","81","79","80","0","97822600","7825446900","404","57.1","80","1752300","79","1123400","63710196917","63710196917","40952914578","379500","2069000","2371700","223517500","3"
"129","BIPP","Bhuwanatala Indah Permai Tbk.","--U-4130000000H111-----------X","20","0","26 Apr 2024","0","20","20","20","0","10000","200000","7","8.3","22","55400","20","190500","5028669376","5028669376","1660466628","0","0","0","0","0"
"130","BIRD","Blue Bird Tbk.","--S-1135100000K132------------","1570","0","26 Apr 2024","0","1595","1570","1570","0","1358800","2141162500","450","24.2","1575","12100","1570","100","2502100000","2502100000","905760200","161100","219000","0","0","0"
"131","BISI","BISI International Tbk.","--U-1135000000D232------------","2010","0","26 Apr 2024","0","2030","1970","1990","-20","34200","67981500","44","995","1990","7100","1970","4800","3000000000","3000000000","1372500000","0","800","0","0","0"
"132","BJBR","Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.","XDS-115F30C000G111------------","1010","0","26 Apr 2024","0","1020","995","1005","-5","5822200","5841412500","1845","168.1","1005","303100","1000","38400","10416229249","10275158214","2537393445","64700","624300","0","0","0"
"133","BJTM","Bank Pembangunan Daerah Jawa Timur Tbk.","--S-1105300000G111------------","585","0","26 Apr 2024","0","585","565","575","-10","14527400","8337647000","4131","133.7","580","786900","575","17400","14865343101","14865343101","3045908801","1481700","627300","0","0","0"
"134","BKDP","Bukit Darmo Property Tbk","--U-2130000000H111------------","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","41.7","50","2728300","0","0","7513992252","7513992252","1852199090","0","0","0","0","0"
"135","BKSL","Sentul City Tbk.","--U-4135000000H111-----------X","43","0","26 Apr 2024","0","42","40","40","-3","2371700","95211400","64","2.8","42","6101800","40","4409900","167708902705","167708902705","25005397393","0","0","0","0","0"
"136","BKSW","Bank QNB Indonesia Tbk.","--U-4105000000G111-----------X","60","0","26 Apr 2024","0","60","60","60","0","254600","15276000","25","137.7","61","32900","60","193400","34953681505","34953681505","1527475882","0","0","0","0","0"
"137","BLTA","Berlian Laju Tanker Tbk","--U-4135000000K211-----------X","19","0","26 Apr 2024","0","20","20","20","1","2608400","52168000","51","0.3","0","0","20","216633200","25940187103","25940187103","10459083440","0","0","3436248","84372456","4"
"138","BLTZ","Graha Layar Prima Tbk.","--U-2135000000E514------------","1780","0","26 Apr 2024","0","1785","1730","1730","-50","1500","2607000","7","115.3","1785","400","1730","1900","873937142","873937142","78304768","0","0","0","0","0"
"139","BLUE","Berkah Prima Perkasa Tbk.","--U-2130000000C223------------","350","0","26 Apr 2024","0","358","350","350","0","34000","11948000","49","269.2","354","1800","350","100","418000000","418000000","50076400","0","0","0","0","0"
"140","BMAS","Bank Maspion Indonesia Tbk.","--U-2105000000G111------------","530","0","26 Apr 2024","0","530","505","530","0","200","103500","2","431.9","525","200","505","1100","17921635680","17921635680","897873948","0","0","0","0","0"
"141","BMBL","Lavender Bina Cendikia Tbk.","--U-3000000000E521------------","8","0","26 Apr 2024","0","8","7","7","-1","284600","2246800","26","3.7","8","10994200","7","12575200","1030080995","1030080995","0","0","0","0","0","0"
"142","BMHS","Bundamedik Tbk.","--U-1135000000F121------------","314","0","26 Apr 2024","0","320","304","312","-2","55400","17144000","60","91.8","314","2600","306","900","8603416176","8601877576","2741908735","0","0","0","0","0"
"143","BMRI","Bank Mandiri (Persero) Tbk.","--SO1UQSPNU000G111------------","6950","7000","26 Apr 2024","6975","7025","6750","6750","-200","125875000","863344227500","14514","4077.6","6750","46800","6725","658200","92399999996","92399999996","36876839998","88517700","105115200","26612240","183872062950","50"
"144","BMSR","Bintang Mitra Semestaraya Tbk","--U-1130000000B111------------","376","0","26 Apr 2024","0","376","370","370","-6","68900","25734800","19","74","370","1800","368","1200","1159200024","1159200024","463911850","5000","0","0","0","0"
"145","BMTR","Global Mediacom Tbk.","--S-183FFH3000E611------------","234","0","26 Apr 2024","0","234","226","234","0","77656000","17870089800","1171","190.5","234","16399700","232","499800","16583997586","16583997586","9746415381","56644100","63463100","0","0","0"
"146","BNBA","Bank Bumi Arta Tbk.","--U-1105000000G111------------","640","0","26 Apr 2024","0","640","610","615","-25","475000","292325000","93","438","625","6000","610","11100","3354120000","3354120000","278727372","7300","0","0","0","0"
"147","BNBR","Bakrie & Brothers Tbk","--U-2105000000C311------------","50","0","26 Apr 2024","0","50","50","50","0","1300","65000","3","0.2","50","90675900","0","0","160057457509","160057457509","23160314102","0","0","0","0","0"
"148","BNGA","Bank CIMB Niaga Tbk.","XDM-115W105000G111------------","1865","0","26 Apr 2024","0","1880","1800","1800","-65","17901500","32510412000","5921","13.3","1805","1000","1800","1188900","24890783784","24890783784","1854363392","8165400","3236600","48","67200","2"
"149","BNII","Bank Maybank Indonesia Tbk.","XDU-1105000000G111------------","246","0","26 Apr 2024","0","250","244","246","0","862100","211755800","176","2.9","246","204900","244","1193100","75357433911","75357433911","8319460704","14700","123100","0","0","0"
"150","BNLI","Bank Permata Tbk.","XDU-1105000000G111------------","950","0","26 Apr 2024","0","960","930","930","-20","26200","24606000","50","11.6","940","100","930","6500","35819545925","35819545925","100294729","2500","0","0","0","0"
"151","BOBA","Formosa Ingredient Factory Tbk.","--U-2130000000D222------------","158","0","26 Apr 2024","0","158","153","158","0","21300","3362600","15","56.4","158","11300","156","400","1155750000","1155750000","273566025","0","0","0","0","0"
"152","BOGA","Bintang Oto Global Tbk.","--U-2135000000E745------------","845","0","26 Apr 2024","0","850","830","850","5","23200","19612000","112","825.2","860","400","835","200","3803526210","3803526210","2681485978","17700","0","27557100","21897357500","4"
"153","BOLA","Bali Bintang Sejahtera Tbk.","--U-1100000000E514------------","101","0","26 Apr 2024","0","136","101","103","2","36621800","4412944400","6277","58.9","105","39100","103","156100","6000000000","6000000000","2295600000","1524600","1139300","0","0","0"
"154","BOLT","Garuda Metalindo Tbk.","--U-2135000000E111------------","830","0","26 Apr 2024","0","840","825","835","5","89200","74337000","14","151.8","835","15500","825","17900","2343750000","2343750000","347578125","0","0","0","0","0"
"155","BOSS","Borneo Olah Sarana Sukses Tbk.","--U-4130000000A121BE-L-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","12.5","0","0","0","0","1400000000","1400000000","995960000","0","0","0","0","0"
"156","BPFI","Woori Finance Indonesia Tbk.","--U-2105000000G211------------","374","0","26 Apr 2024","0","382","376","376","2","200","75800","2","602.6","374","600","364","200","2673995362","2673995362","88776646","0","0","0","0","0"
"157","BPII","Batavia Prosperindo Internasional Tbk.","--U-4105000000G511-----------X","10725","0","26 Apr 2024","0","10725","10725","10725","0","39300","421492500","24","2145","10900","100","10000","300","515498662","515498662","50106470","0","0","0","0","0"
"158","BPTR","Batavia Prosperindo Trans Tbk.","--U-1100000000K132------------","71","0","26 Apr 2024","0","75","68","74","3","10421000","751875400","579","121.2","75","758500","74","500","3534000000","3534000000","856288200","104200","0","0","0","0"
"159","BRAM","Indo Kordsa Tbk.","--U-1135000000E112------------","5650","0","26 Apr 2024","0","5600","5425","5425","-225","2400","13127500","15","211.1","5650","300","5450","300","450056980","450056980","71919105","0","0","0","0","0"
"160","BREN","Barito Renewables Energy Tbk.","--U-1100000000J411------------","8275","0","26 Apr 2024","0","9350","8200","8625","350","36478400","319833185000","15565","1105.8","8625","473200","8600","400","133786220000","15694413334","15693123606","10079300","20220600","53400","458065200","1"
"161","BRIS","Bank Syariah Indonesia Tbk.","--MO1SE2R5F000G111------------","2580","2580","26 Apr 2024","2590","2600","2470","2470","-110","34490800","86538458000","7974","495.8","2480","14600","2470","690100","45667877639","45667877639","4511986311","3122300","7633900","200","506000","1"
"162","BRMS","Bumi Resources Minerals Tbk.","--S-1K3CF23000B146------------","153","0","26 Apr 2024","0","156","150","151","-2","102952000","15625764800","2167","27.4","151","5866700","150","16919200","141784040338","141784040338","73954555440","6586200","5859800","9305000","1339920000","1"
"163","BRNA","Berlina Tbk.","--U-2130000000B131------------","750","0","26 Apr 2024","0","0","0","750","0","0","0","0","562.7","795","1100","735","15000","979110000","979110000","284137722","0","0","0","0","0"
"164","BRPT","Barito Pacific Tbk.","--SO1U44C48000B111------------","930","930","26 Apr 2024","930","945","875","875","-55","104341500","94945753000","10038","342.2","875","449200","870","820200","93747218044","93747218044","28255411518","46306300","22842700","16594","15428900","3"
"165","BSBK","Wulandari Bangun Laksana Tbk.","--U-4135000000H111-----------X","57","0","26 Apr 2024","0","57","56","56","-1","2239600","125418600","62","56","56","1754100","55","1665900","25091882375","25091882375","3778837486","0","0","0","0","0"
"166","BSDE","Bumi Serpong Damai Tbk.","--S-183QM81000H111------------","910","0","26 Apr 2024","0","915","890","890","-20","8829400","7908078000","1019","174.3","895","221700","890","346200","21171365812","21171365812","6863756796","2225400","4193000","64","57920","1"
"167","BSIM","Bank Sinarmas Tbk.","--U-1105000000G111------------","955","0","26 Apr 2024","0","955","940","950","-5","800","762000","8","647.9","955","18100","940","6600","19517921842","19517921842","7471460481","0","100","0","0","0"
"168","BSML","Bintang Samudera Mandiri Lines Tbk.","--S-2130000000A122------------","140","0","26 Apr 2024","0","146","135","144","4","45486000","6512046100","881","123.1","146","160300","144","7000","1850225000","1850225000","296961113","4323500","3009300","0","0","0"
"169","BSSR","Baramulti Suksessarana Tbk.","--M-2135000000A121------------","3760","0","26 Apr 2024","0","3800","3700","3740","-20","560400","2093162000","659","191.8","3740","11200","3710","23900","2616500000","2616500000","242287900","196000","800","0","0","0"
"170","BSWD","Bank Of India Indonesia Tbk.","--U-4105000000G111-----------X","3100","0","26 Apr 2024","0","0","0","3100","0","0","0","0","3418.2","3000","1000","0","0","3651978177","3651978177","277550341","0","0","0","0","0"
"171","BTEK","Bumi Teknokultura Unggul Tbk","--U-4105000000D232-----------X","12","0","26 Apr 2024","0","11","11","11","-1","39600","435600","21","84.3","11","9714300","0","0","46277496376","46277496376","20139966423","0","0","0","0","0"
"172","BTEL","Bakrie Telecom Tbk.","--U-4105000000J321-E-L-------X","50","0","26 Apr 2024","0","0","0","50","0","0","0","0","46.9","0","0","0","0","36822665755","36822665755","18389239278","0","0","0","0","0"
"173","BTON","Betonjaya Manunggal Tbk.","--U-2130000000B144------------","420","0","26 Apr 2024","0","418","352","418","-2","1700","678000","12","1396","418","100","402","100","720000000","720000000","64080000","0","100","0","0","0"
"174","BTPN","Bank BTPN Tbk.","XDU-1105000000G111------------","2490","0","26 Apr 2024","0","2490","2430","2440","-50","9800","24061000","35","474.2","2440","600","2430","800","10536203690","10536203690","801934627","2000","0","0","0","0"
"175","BTPS","Bank BTPN Syariah Tbk.","XDS-18L5M36000G111------------","1075","0","26 Apr 2024","0","1080","1020","1020","-55","24525900","25462234000","4412","104.6","1020","600","1015","378400","7626663000","7626663000","2287236234","10110100","10278000","0","0","0"
"176","BUAH","Segar Kumala Indonesia Tbk.","--U-2135000000D112------------","1245","0","26 Apr 2024","0","1255","1200","1200","-45","50300","62168000","63","309.3","1225","100","1200","5000","1000000000","1000000000","129300000","8800","0","0","0","0"
"177","BUDI","Budi Starch & Sweetener Tbk.","--U-1135000000D222------------","282","0","26 Apr 2024","0","280","272","276","-6","163400","45099800","69","149.6","276","11000","274","300","4498997362","4498997362","1496816422","0","3500","0","0","0"
"178","BUKA","Bukalapak.com Tbk.","--UO5H45900000I111----------I-","126","126","26 Apr 2024","126","126","119","120","-6","103426800","12576441600","3592","14.1","122","1462500","120","670000","103108797367","103108797367","56405991982","39986700","3707800","40000","4825000","2"
